rank,title,artist,genre,weeks_on_chart,date,week_number,year
73,Dynamite,Harry Styles,Hip-Hop/Rap,6,2025-06-18,25,2025
74,Pink Venom,Kendrick Lamar,Pop,7,2025-06-18,25,2025
75,Pink Venom,Harry Styles,Country,6,2025-06-18,25,2025
76,Dynamite,Harry Styles,Country,20,2025-06-18,25,2025
77,Anti-Hero,Doja Cat,Pop,10,2025-06-18,25,2025
78,Hold Me Closer,Dua Lipa,Country,14,2025-06-18,25,2025
79,Hold Me Closer,Ariana Grande,Country,17,2025-06-18,25,2025
80,Late Night Talking,Drake,Hip-Hop/Rap,20,2025-06-18,25,2025
81,Flowers,Drake,Alternative,15,2025-06-18,25,2025
82,Late Night Talking,Billie Eilish,R&B/Soul,19,2025-06-18,25,2025
83,Hold Me Closer,Miley Cyrus,R&B/Soul,12,2025-06-18,25,2025
84,Late Night Talking,Harry Styles,Country,17,2025-06-18,25,2025
85,About Damn Time,Ed Sheeran,R&B/Soul,1,2025-06-18,25,2025
86,Dynamite,Lil Baby,Pop,13,2025-06-18,25,2025
87,HUMBLE.,Justin Bieber,Rock,3,2025-06-18,25,2025
88,Unholy,Post Malone,Country,19,2025-06-18,25,2025
89,Late Night Talking,Lil Baby,Hip-Hop/Rap,8,2025-06-18,25,2025
90,Flowers,Morgan Wallen,R&B/Soul,10,2025-06-18,25,2025
91,Hold Me Closer,Taylor Swift,Rock,6,2025-06-18,25,2025
92,Pink Venom,Morgan Wallen,Alternative,8,2025-06-18,25,2025
93,Flowers,Lil Baby,Alternative,16,2025-06-18,25,2025
94,Unholy,Ariana Grande,Alternative,17,2025-06-18,25,2025
95,Dynamite,Lizzo,Country,9,2025-06-18,25,2025
96,Last Night,Olivia Rodrigo,R&B/Soul,13,2025-06-18,25,2025
97,Break My Soul,Taylor Swift,Hip-Hop/Rap,20,2025-06-18,25,2025
98,Last Night,Kendrick Lamar,R&B/Soul,9,2025-06-18,25,2025
99,Unholy,Post Malone,R&B/Soul,12,2025-06-18,25,2025
100,Late Night Talking,Blackpink,Hip-Hop/Rap,9,2025-06-18,25,2025
1,Flowers,Justin Bieber,R&B/Soul,18,2025-06-25,26,2025
2,Flowers,Post Malone,R&B/Soul,20,2025-06-25,26,2025
3,About Damn Time,Kendrick Lamar,Hip-Hop/Rap,8,2025-06-25,26,2025
4,Pink Venom,Lizzo,Hip-Hop/Rap,2,2025-06-25,26,2025
5,Unholy,BTS,Pop,20,2025-06-25,26,2025
6,Hold Me Closer,Harry Styles,Hip-Hop/Rap,19,2025-06-25,26,2025
7,Anti-Hero,Lil Baby,Hip-Hop/Rap,14,2025-06-25,26,2025
8,Dynamite,The Weeknd,Hip-Hop/Rap,20,2025-06-25,26,2025
9,Vampire,The Weeknd,Hip-Hop/Rap,18,2025-06-25,26,2025
10,Hold Me Closer,Bad Bunny,Pop,9,2025-06-25,26,2025
11,Pink Venom,Miley Cyrus,Hip-Hop/Rap,9,2025-06-25,26,2025
12,Dynamite,Justin Bieber,Rock,17,2025-06-25,26,2025
13,Unholy,Post Malone,R&B/Soul,1,2025-06-25,26,2025
14,Vampire,Kendrick Lamar,R&B/Soul,10,2025-06-25,26,2025
15,Late Night Talking,Ed Sheeran,Pop,9,2025-06-25,26,2025
16,Break My Soul,Morgan Wallen,Hip-Hop/Rap,1,2025-06-25,26,2025
17,Kill Bill,Doja Cat,Pop,4,2025-06-25,26,2025
18,Kill Bill,Blackpink,Rock,15,2025-06-25,26,2025
19,About Damn Time,Miley Cyrus,Hip-Hop/Rap,1,2025-06-25,26,2025
20,Vampire,Dua Lipa,Pop,20,2025-06-25,26,2025
21,About Damn Time,Dua Lipa,Country,15,2025-06-25,26,2025
22,Unholy,The Weeknd,Pop,7,2025-06-25,26,2025
23,Late Night Talking,Post Malone,Pop,7,2025-06-25,26,2025
24,Vampire,Ariana Grande,Country,4,2025-06-25,26,2025
25,Break My Soul,BTS,Hip-Hop/Rap,14,2025-06-25,26,2025
26,Anti-Hero,Drake,Hip-Hop/Rap,3,2025-06-25,26,2025
27,Flowers,Doja Cat,Hip-Hop/Rap,11,2025-06-25,26,2025
28,Break My Soul,The Weeknd,Hip-Hop/Rap,11,2025-06-25,26,2025
29,Late Night Talking,The Weeknd,Hip-Hop/Rap,11,2025-06-25,26,2025
30,Flowers,Doja Cat,R&B/Soul,20,2025-06-25,26,2025
31,About Damn Time,Blackpink,Hip-Hop/Rap,10,2025-06-25,26,2025
32,HUMBLE.,BTS,Hip-Hop/Rap,2,2025-06-25,26,2025
33,Vampire,The Weeknd,Hip-Hop/Rap,8,2025-06-25,26,2025
34,Late Night Talking,Harry Styles,Pop,15,2025-06-25,26,2025
35,Hold Me Closer,The Weeknd,Country,6,2025-06-25,26,2025
36,Flowers,Morgan Wallen,Pop,3,2025-06-25,26,2025
37,Hold Me Closer,Billie Eilish,Pop,19,2025-06-25,26,2025
38,Break My Soul,Lil Baby,Rock,20,2025-06-25,26,2025
39,Anti-Hero,BTS,R&B/Soul,13,2025-06-25,26,2025
40,Vampire,Morgan Wallen,Hip-Hop/Rap,13,2025-06-25,26,2025
41,About Damn Time,Olivia Rodrigo,Hip-Hop/Rap,19,2025-06-25,26,2025
42,Late Night Talking,Harry Styles,Pop,1,2025-06-25,26,2025
43,Vampire,Ed Sheeran,Pop,11,2025-06-25,26,2025
44,Anti-Hero,Miley Cyrus,Pop,6,2025-06-25,26,2025
45,Hold Me Closer,The Weeknd,Rock,3,2025-06-25,26,2025
46,Break My Soul,Miley Cyrus,R&B/Soul,18,2025-06-25,26,2025
47,As It Was,Lil Baby,Rock,4,2025-06-25,26,2025
48,Pink Venom,The Weeknd,Hip-Hop/Rap,7,2025-06-25,26,2025
49,Late Night Talking,Justin Bieber,R&B/Soul,15,2025-06-25,26,2025
50,Flowers,Ed Sheeran,R&B/Soul,8,2025-06-25,26,2025
51,Last Night,BTS,Alternative,16,2025-06-25,26,2025
52,Late Night Talking,The Weeknd,Rock,17,2025-06-25,26,2025
53,Late Night Talking,Dua Lipa,R&B/Soul,18,2025-06-25,26,2025
54,Last Night,Miley Cyrus,Pop,1,2025-06-25,26,2025
55,About Damn Time,Justin Bieber,R&B/Soul,15,2025-06-25,26,2025
56,Hold Me Closer,Olivia Rodrigo,Hip-Hop/Rap,1,2025-06-25,26,2025
57,Vampire,Ed Sheeran,Hip-Hop/Rap,15,2025-06-25,26,2025
58,Flowers,The Weeknd,Pop,9,2025-06-25,26,2025
59,About Damn Time,Miley Cyrus,Rock,12,2025-06-25,26,2025
60,Hold Me Closer,Drake,Pop,6,2025-06-25,26,2025
61,As It Was,Dua Lipa,Rock,1,2025-06-25,26,2025
62,Vampire,Doja Cat,Pop,9,2025-06-25,26,2025
63,Dynamite,Miley Cyrus,R&B/Soul,10,2025-06-25,26,2025
64,Flowers,Dua Lipa,Rock,15,2025-06-25,26,2025
65,Pink Venom,Taylor Swift,Pop,3,2025-06-25,26,2025
66,Unholy,Doja Cat,Rock,5,2025-06-25,26,2025
67,Hold Me Closer,Ariana Grande,Alternative,1,2025-06-25,26,2025
68,Last Night,Olivia Rodrigo,Pop,14,2025-06-25,26,2025
69,Flowers,Lizzo,Country,19,2025-06-25,26,2025
70,Break My Soul,Doja Cat,Alternative,9,2025-06-25,26,2025
71,Hold Me Closer,Drake,Alternative,1,2025-06-25,26,2025
72,Flowers,Doja Cat,R&B/Soul,1,2025-06-25,26,2025
73,About Damn Time,Ed Sheeran,Hip-Hop/Rap,12,2025-06-25,26,2025
74,Hold Me Closer,Lizzo,Pop,15,2025-06-25,26,2025
75,Unholy,Ariana Grande,R&B/Soul,5,2025-06-25,26,2025
76,Late Night Talking,Harry Styles,Hip-Hop/Rap,10,2025-06-25,26,2025
77,About Damn Time,Miley Cyrus,R&B/Soul,5,2025-06-25,26,2025
78,Unholy,Doja Cat,Alternative,6,2025-06-25,26,2025
79,About Damn Time,Justin Bieber,Rock,16,2025-06-25,26,2025
80,Unholy,Dua Lipa,Rock,11,2025-06-25,26,2025
81,Anti-Hero,Ariana Grande,Pop,19,2025-06-25,26,2025
82,Break My Soul,Olivia Rodrigo,Hip-Hop/Rap,18,2025-06-25,26,2025
83,Late Night Talking,Miley Cyrus,Alternative,18,2025-06-25,26,2025
84,Vampire,Taylor Swift,Rock,6,2025-06-25,26,2025
85,Pink Venom,BTS,Pop,20,2025-06-25,26,2025
86,HUMBLE.,Billie Eilish,Hip-Hop/Rap,17,2025-06-25,26,2025
87,Hold Me Closer,Blackpink,Rock,3,2025-06-25,26,2025
88,Vampire,Justin Bieber,Country,5,2025-06-25,26,2025
89,Pink Venom,BTS,Country,4,2025-06-25,26,2025
90,Hold Me Closer,Drake,Hip-Hop/Rap,2,2025-06-25,26,2025
91,As It Was,Post Malone,Pop,14,2025-06-25,26,2025
92,Anti-Hero,Kendrick Lamar,Alternative,19,2025-06-25,26,2025
93,Hold Me Closer,Blackpink,Alternative,16,2025-06-25,26,2025
94,Late Night Talking,Morgan Wallen,R&B/Soul,10,2025-06-25,26,2025
95,Late Night Talking,Post Malone,Rock,20,2025-06-25,26,2025
96,Flowers,Billie Eilish,Country,20,2025-06-25,26,2025
97,About Damn Time,BTS,Country,8,2025-06-25,26,2025
98,Break My Soul,Bad Bunny,Country,7,2025-06-25,26,2025
99,About Damn Time,Drake,Pop,20,2025-06-25,26,2025
100,Vampire,Ed Sheeran,Alternative,17,2025-06-25,26,2025
1,Pink Venom,Ariana Grande,R&B/Soul,17,2025-07-02,27,2025
2,Hold Me Closer,Lil Baby,Pop,12,2025-07-02,27,2025
3,Break My Soul,Miley Cyrus,Pop,6,2025-07-02,27,2025
4,Hold Me Closer,Drake,Pop,2,2025-07-02,27,2025
5,As It Was,Bad Bunny,Hip-Hop/Rap,18,2025-07-02,27,2025
6,Anti-Hero,Morgan Wallen,Rock,1,2025-07-02,27,2025
7,Last Night,Justin Bieber,Pop,2,2025-07-02,27,2025
8,Flowers,Bad Bunny,Pop,3,2025-07-02,27,2025
9,Flowers,Harry Styles,R&B/Soul,8,2025-07-02,27,2025
10,As It Was,Lil Baby,Hip-Hop/Rap,10,2025-07-02,27,2025
11,Hold Me Closer,Ariana Grande,Hip-Hop/Rap,6,2025-07-02,27,2025
12,Hold Me Closer,Kendrick Lamar,Rock,12,2025-07-02,27,2025
13,Hold Me Closer,Lizzo,Hip-Hop/Rap,11,2025-07-02,27,2025
14,About Damn Time,Drake,Pop,12,2025-07-02,27,2025
15,Late Night Talking,Ariana Grande,Hip-Hop/Rap,6,2025-07-02,27,2025
16,Break My Soul,Blackpink,Country,3,2025-07-02,27,2025
17,Late Night Talking,Billie Eilish,Country,15,2025-07-02,27,2025
18,As It Was,The Weeknd,Hip-Hop/Rap,18,2025-07-02,27,2025
19,Pink Venom,Lizzo,R&B/Soul,4,2025-07-02,27,2025
20,Late Night Talking,Ed Sheeran,R&B/Soul,5,2025-07-02,27,2025
21,Hold Me Closer,Billie Eilish,Hip-Hop/Rap,14,2025-07-02,27,2025
22,Unholy,Taylor Swift,Hip-Hop/Rap,4,2025-07-02,27,2025
23,Anti-Hero,The Weeknd,Hip-Hop/Rap,9,2025-07-02,27,2025
24,About Damn Time,Kendrick Lamar,Pop,16,2025-07-02,27,2025
25,Dynamite,Lil Baby,Country,7,2025-07-02,27,2025
26,Hold Me Closer,Doja Cat,Hip-Hop/Rap,8,2025-07-02,27,2025
27,Last Night,Ed Sheeran,Hip-Hop/Rap,9,2025-07-02,27,2025
28,Unholy,Blackpink,Pop,11,2025-07-02,27,2025
29,Hold Me Closer,Bad Bunny,Hip-Hop/Rap,18,2025-07-02,27,2025
30,Unholy,Lizzo,Hip-Hop/Rap,7,2025-07-02,27,2025
31,As It Was,Harry Styles,Hip-Hop/Rap,4,2025-07-02,27,2025
32,Flowers,BTS,R&B/Soul,2,2025-07-02,27,2025
33,Pink Venom,Bad Bunny,Hip-Hop/Rap,3,2025-07-02,27,2025
34,Vampire,Blackpink,R&B/Soul,15,2025-07-02,27,2025
35,Unholy,Ariana Grande,Hip-Hop/Rap,5,2025-07-02,27,2025
36,Late Night Talking,Lizzo,Hip-Hop/Rap,5,2025-07-02,27,2025
37,As It Was,Post Malone,Country,2,2025-07-02,27,2025
38,Unholy,Lil Baby,R&B/Soul,19,2025-07-02,27,2025
39,Vampire,Billie Eilish,Country,2,2025-07-02,27,2025
40,Hold Me Closer,Taylor Swift,Country,6,2025-07-02,27,2025
41,Unholy,BTS,Pop,18,2025-07-02,27,2025
42,Hold Me Closer,Blackpink,R&B/Soul,14,2025-07-02,27,2025
43,About Damn Time,Blackpink,R&B/Soul,18,2025-07-02,27,2025
44,Hold Me Closer,The Weeknd,Pop,19,2025-07-02,27,2025
45,Pink Venom,Taylor Swift,R&B/Soul,19,2025-07-02,27,2025
46,Late Night Talking,Drake,Pop,10,2025-07-02,27,2025
47,Anti-Hero,Drake,Hip-Hop/Rap,18,2025-07-02,27,2025
48,Hold Me Closer,Ariana Grande,Hip-Hop/Rap,11,2025-07-02,27,2025
49,HUMBLE.,Olivia Rodrigo,Pop,15,2025-07-02,27,2025
50,Dynamite,Miley Cyrus,Rock,9,2025-07-02,27,2025
51,Hold Me Closer,Olivia Rodrigo,Country,10,2025-07-02,27,2025
52,About Damn Time,Taylor Swift,Country,14,2025-07-02,27,2025
53,Dynamite,Miley Cyrus,Hip-Hop/Rap,8,2025-07-02,27,2025
54,Last Night,Doja Cat,R&B/Soul,16,2025-07-02,27,2025
55,Unholy,Harry Styles,Pop,6,2025-07-02,27,2025
56,HUMBLE.,Miley Cyrus,Alternative,1,2025-07-02,27,2025
57,Unholy,Blackpink,Country,13,2025-07-02,27,2025
58,Hold Me Closer,Bad Bunny,Alternative,8,2025-07-02,27,2025
59,Dynamite,Ed Sheeran,Hip-Hop/Rap,13,2025-07-02,27,2025
60,Break My Soul,Taylor Swift,Rock,2,2025-07-02,27,2025
61,Break My Soul,Lizzo,Hip-Hop/Rap,7,2025-07-02,27,2025
62,About Damn Time,Ariana Grande,Country,6,2025-07-02,27,2025
63,Hold Me Closer,BTS,Hip-Hop/Rap,10,2025-07-02,27,2025
64,Anti-Hero,Miley Cyrus,Hip-Hop/Rap,4,2025-07-02,27,2025
65,Flowers,Taylor Swift,Alternative,10,2025-07-02,27,2025
66,Hold Me Closer,Blackpink,Pop,9,2025-07-02,27,2025
67,Flowers,Lizzo,R&B/Soul,1,2025-07-02,27,2025
68,HUMBLE.,The Weeknd,Hip-Hop/Rap,20,2025-07-02,27,2025
69,Last Night,Morgan Wallen,Rock,2,2025-07-02,27,2025
70,About Damn Time,Kendrick Lamar,Hip-Hop/Rap,16,2025-07-02,27,2025
71,HUMBLE.,Miley Cyrus,Alternative,14,2025-07-02,27,2025
72,Anti-Hero,Justin Bieber,Pop,10,2025-07-02,27,2025
73,Unholy,Justin Bieber,Hip-Hop/Rap,18,2025-07-02,27,2025
74,Flowers,Post Malone,R&B/Soul,14,2025-07-02,27,2025
75,Vampire,The Weeknd,Rock,13,2025-07-02,27,2025
76,Hold Me Closer,Post Malone,Country,15,2025-07-02,27,2025
77,Flowers,Miley Cyrus,Hip-Hop/Rap,18,2025-07-02,27,2025
78,Unholy,Bad Bunny,Rock,12,2025-07-02,27,2025
79,About Damn Time,Kendrick Lamar,Hip-Hop/Rap,18,2025-07-02,27,2025
80,Dynamite,Lizzo,R&B/Soul,10,2025-07-02,27,2025
81,Late Night Talking,Bad Bunny,Pop,15,2025-07-02,27,2025
82,Pink Venom,Olivia Rodrigo,Pop,3,2025-07-02,27,2025
83,Pink Venom,Justin Bieber,Pop,5,2025-07-02,27,2025
84,Late Night Talking,Blackpink,Rock,1,2025-07-02,27,2025
85,Dynamite,Lil Baby,Rock,3,2025-07-02,27,2025
86,Dynamite,Justin Bieber,R&B/Soul,5,2025-07-02,27,2025
87,Kill Bill,Post Malone,Hip-Hop/Rap,17,2025-07-02,27,2025
88,Dynamite,Billie Eilish,Country,8,2025-07-02,27,2025
89,Kill Bill,Doja Cat,Country,18,2025-07-02,27,2025
90,Pink Venom,Lil Baby,Rock,7,2025-07-02,27,2025
91,Late Night Talking,Harry Styles,Country,3,2025-07-02,27,2025
92,Hold Me Closer,Dua Lipa,Hip-Hop/Rap,6,2025-07-02,27,2025
93,Vampire,Ariana Grande,Hip-Hop/Rap,19,2025-07-02,27,2025
94,Pink Venom,Lizzo,Country,9,2025-07-02,27,2025
95,Hold Me Closer,Lil Baby,R&B/Soul,11,2025-07-02,27,2025
96,Unholy,BTS,Hip-Hop/Rap,19,2025-07-02,27,2025
97,As It Was,Ed Sheeran,Pop,3,2025-07-02,27,2025
98,HUMBLE.,Kendrick Lamar,Alternative,13,2025-07-02,27,2025
99,Flowers,Doja Cat,Pop,1,2025-07-02,27,2025
100,Unholy,Miley Cyrus,R&B/Soul,9,2025-07-02,27,2025
1,Hold Me Closer,Olivia Rodrigo,R&B/Soul,10,2025-07-09,28,2025
2,Flowers,Olivia Rodrigo,Pop,13,2025-07-09,28,2025
3,Pink Venom,Justin Bieber,R&B/Soul,7,2025-07-09,28,2025
4,Hold Me Closer,Doja Cat,Hip-Hop/Rap,15,2025-07-09,28,2025
5,As It Was,Taylor Swift,Hip-Hop/Rap,13,2025-07-09,28,2025
6,Vampire,Blackpink,Hip-Hop/Rap,14,2025-07-09,28,2025
7,Late Night Talking,Morgan Wallen,R&B/Soul,18,2025-07-09,28,2025
8,Unholy,Billie Eilish,Hip-Hop/Rap,16,2025-07-09,28,2025
9,Unholy,Blackpink,Hip-Hop/Rap,1,2025-07-09,28,2025
10,Flowers,Harry Styles,Hip-Hop/Rap,4,2025-07-09,28,2025
11,Unholy,Justin Bieber,Hip-Hop/Rap,7,2025-07-09,28,2025
12,Anti-Hero,Ariana Grande,Pop,4,2025-07-09,28,2025
13,About Damn Time,Dua Lipa,Pop,16,2025-07-09,28,2025
14,Kill Bill,BTS,R&B/Soul,19,2025-07-09,28,2025
15,As It Was,Doja Cat,Pop,3,2025-07-09,28,2025
16,Dynamite,Billie Eilish,Pop,20,2025-07-09,28,2025
17,Hold Me Closer,Lizzo,Hip-Hop/Rap,12,2025-07-09,28,2025
18,Flowers,The Weeknd,Hip-Hop/Rap,9,2025-07-09,28,2025
19,Hold Me Closer,Olivia Rodrigo,R&B/Soul,1,2025-07-09,28,2025
20,About Damn Time,Taylor Swift,Country,16,2025-07-09,28,2025
21,Hold Me Closer,Ed Sheeran,Country,3,2025-07-09,28,2025
22,Late Night Talking,Blackpink,Pop,15,2025-07-09,28,2025
23,About Damn Time,Dua Lipa,R&B/Soul,13,2025-07-09,28,2025
24,About Damn Time,Blackpink,Rock,8,2025-07-09,28,2025
25,HUMBLE.,Billie Eilish,Hip-Hop/Rap,14,2025-07-09,28,2025
26,Last Night,The Weeknd,Pop,4,2025-07-09,28,2025
27,Hold Me Closer,Post Malone,Pop,20,2025-07-09,28,2025
28,Hold Me Closer,BTS,Pop,19,2025-07-09,28,2025
29,Late Night Talking,Morgan Wallen,Hip-Hop/Rap,3,2025-07-09,28,2025
30,About Damn Time,Doja Cat,R&B/Soul,16,2025-07-09,28,2025
31,Hold Me Closer,Dua Lipa,Hip-Hop/Rap,11,2025-07-09,28,2025
32,HUMBLE.,Justin Bieber,Pop,4,2025-07-09,28,2025
33,Flowers,Kendrick Lamar,R&B/Soul,11,2025-07-09,28,2025
34,Hold Me Closer,Post Malone,R&B/Soul,7,2025-07-09,28,2025
35,About Damn Time,Doja Cat,R&B/Soul,7,2025-07-09,28,2025
36,Late Night Talking,Bad Bunny,Pop,6,2025-07-09,28,2025
37,Unholy,Lil Baby,Hip-Hop/Rap,9,2025-07-09,28,2025
38,Flowers,Lizzo,Country,4,2025-07-09,28,2025
39,Pink Venom,The Weeknd,Pop,6,2025-07-09,28,2025
40,Hold Me Closer,BTS,Hip-Hop/Rap,4,2025-07-09,28,2025
41,Kill Bill,Olivia Rodrigo,Pop,8,2025-07-09,28,2025
42,About Damn Time,Lil Baby,Hip-Hop/Rap,11,2025-07-09,28,2025
43,Flowers,Blackpink,R&B/Soul,13,2025-07-09,28,2025
44,Unholy,The Weeknd,Rock,7,2025-07-09,28,2025
45,Late Night Talking,Bad Bunny,Hip-Hop/Rap,19,2025-07-09,28,2025
46,Break My Soul,Drake,Country,13,2025-07-09,28,2025
47,Dynamite,Lil Baby,Pop,1,2025-07-09,28,2025
48,About Damn Time,Bad Bunny,Pop,9,2025-07-09,28,2025
49,Vampire,Morgan Wallen,Pop,3,2025-07-09,28,2025
50,Pink Venom,Harry Styles,Hip-Hop/Rap,18,2025-07-09,28,2025
51,Anti-Hero,Ariana Grande,R&B/Soul,10,2025-07-09,28,2025
52,Hold Me Closer,Morgan Wallen,Country,1,2025-07-09,28,2025
53,Last Night,Billie Eilish,Rock,15,2025-07-09,28,2025
54,Hold Me Closer,Justin Bieber,Country,9,2025-07-09,28,2025
55,Flowers,Dua Lipa,Hip-Hop/Rap,17,2025-07-09,28,2025
56,Dynamite,The Weeknd,Country,11,2025-07-09,28,2025
57,Hold Me Closer,Justin Bieber,Country,2,2025-07-09,28,2025
58,Flowers,Harry Styles,Country,4,2025-07-09,28,2025
59,Break My Soul,Miley Cyrus,Country,11,2025-07-09,28,2025
60,Hold Me Closer,Drake,Pop,12,2025-07-09,28,2025
61,Late Night Talking,Olivia Rodrigo,Hip-Hop/Rap,15,2025-07-09,28,2025
62,Anti-Hero,BTS,Pop,18,2025-07-09,28,2025
63,Hold Me Closer,Lil Baby,R&B/Soul,1,2025-07-09,28,2025
64,Hold Me Closer,Dua Lipa,Country,20,2025-07-09,28,2025
65,About Damn Time,Dua Lipa,R&B/Soul,10,2025-07-09,28,2025
66,About Damn Time,Blackpink,Rock,5,2025-07-09,28,2025
67,Flowers,Lizzo,R&B/Soul,13,2025-07-09,28,2025
68,HUMBLE.,Olivia Rodrigo,R&B/Soul,13,2025-07-09,28,2025
69,About Damn Time,Dua Lipa,Pop,14,2025-07-09,28,2025
70,Vampire,Lil Baby,Country,8,2025-07-09,28,2025
71,Kill Bill,Drake,Alternative,2,2025-07-09,28,2025
72,Unholy,Dua Lipa,Rock,13,2025-07-09,28,2025
73,As It Was,Ariana Grande,Pop,8,2025-07-09,28,2025
74,Late Night Talking,Lizzo,Country,19,2025-07-09,28,2025
75,Vampire,Kendrick Lamar,R&B/Soul,14,2025-07-09,28,2025
76,As It Was,Ed Sheeran,Rock,3,2025-07-09,28,2025
77,Pink Venom,Taylor Swift,Country,18,2025-07-09,28,2025
78,Vampire,Harry Styles,Pop,16,2025-07-09,28,2025
79,Last Night,Doja Cat,Country,17,2025-07-09,28,2025
80,HUMBLE.,Lil Baby,Pop,7,2025-07-09,28,2025
81,Pink Venom,Lil Baby,Pop,11,2025-07-09,28,2025
82,Anti-Hero,Bad Bunny,Pop,16,2025-07-09,28,2025
83,Kill Bill,Lizzo,R&B/Soul,18,2025-07-09,28,2025
84,Last Night,Billie Eilish,Rock,17,2025-07-09,28,2025
85,Last Night,Kendrick Lamar,Pop,11,2025-07-09,28,2025
86,Hold Me Closer,Harry Styles,R&B/Soul,16,2025-07-09,28,2025
87,Late Night Talking,Justin Bieber,R&B/Soul,15,2025-07-09,28,2025
88,Vampire,Justin Bieber,Country,5,2025-07-09,28,2025
89,Unholy,Blackpink,R&B/Soul,6,2025-07-09,28,2025
90,Anti-Hero,Billie Eilish,R&B/Soul,14,2025-07-09,28,2025
91,Hold Me Closer,Harry Styles,Alternative,6,2025-07-09,28,2025
92,Last Night,Lizzo,R&B/Soul,17,2025-07-09,28,2025
93,Last Night,Justin Bieber,R&B/Soul,6,2025-07-09,28,2025
94,About Damn Time,BTS,Pop,2,2025-07-09,28,2025
95,Hold Me Closer,Olivia Rodrigo,Rock,1,2025-07-09,28,2025
96,Flowers,Blackpink,Hip-Hop/Rap,3,2025-07-09,28,2025
97,About Damn Time,Lizzo,Pop,4,2025-07-09,28,2025
98,Hold Me Closer,Doja Cat,Pop,7,2025-07-09,28,2025
99,Unholy,Lil Baby,Pop,1,2025-07-09,28,2025
100,Flowers,Kendrick Lamar,Pop,12,2025-07-09,28,2025
