rank,title,artist,genre,weeks_on_chart,date
69,Hype Boy,NewJeans,K-Pop,7,2025-02-12
70,We Found Love,Rihanna ft. Calvin Harris,Electronic/Dance,4,2025-02-12
71,OMG,NewJeans,K-Pop,4,2025-02-12
72,The Box,Roddy Ricch,Hip-Hop/Rap,4,2025-02-12
73,Wonderwall,Oasis,Rock,7,2025-02-12
74,Essence,WizKid ft. Tems,R&B/Soul,3,2025-02-12
75,"Going, Going, Gone",Luke Combs,Country,5,2025-02-12
76,Después de la Playa,Bad Bunny,Latin,3,2025-02-12
77,Essence,WizKid ft. Tems,R&B/Soul,7,2025-02-12
78,Flowers,Miley Cyrus,Pop,2,2025-02-12
79,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,7,2025-02-12
80,Anti-Hero,Taylor Swift,Pop,7,2025-02-12
81,The Box,Roddy Ricch,Hip-Hop/Rap,2,2025-02-12
82,If I Was a Cowboy,Miranda Lambert,Country,3,2025-02-12
83,Sunflower,Post Malone & Swae Lee,Pop,7,2025-02-12
84,She Had Me At Heads Carolina,Cole Swindell,Country,7,2025-02-12
85,As It Was,Harry Styles,Pop,8,2025-02-12
86,Thought You Should Know,Morgan Wallen,Country,7,2025-02-12
87,Calm Down,Rema & Selena Gomez,R&B/Soul,2,2025-02-12
88,You Proof,Morgan Wallen,Country,3,2025-02-12
89,OMG,NewJeans,K-Pop,7,2025-02-12
90,Rich Flex,Drake & 21 Savage,R&B/Soul,8,2025-02-12
91,Wild as Her,Corey Kent,Country,1,2025-02-12
92,Hold Me Closer,Elton John & Britney Spears,Pop,5,2025-02-12
93,Hold Me Closer,Elton John & Britney Spears,Pop,2,2025-02-12
94,Moscow Mule,Bad Bunny,Latin,3,2025-02-12
95,Calm Down,Rema & Selena Gomez,R&B/Soul,4,2025-02-12
96,Master of Puppets,Metallica,Rock,4,2025-02-12
97,If I Was a Cowboy,Miranda Lambert,Country,5,2025-02-12
98,You Proof,Morgan Wallen,Country,1,2025-02-12
99,Late Night Talking,Harry Styles,Pop,1,2025-02-12
100,Go Flex,Post Malone,Alternative,5,2025-02-12
1,As It Was,Harry Styles,Pop,18,2025-02-19
2,Vampire,Olivia Rodrigo,Pop,12,2025-02-19
3,New Jeans,NewJeans,K-Pop,10,2025-02-19
4,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,15,2025-02-19
5,Tití Me Preguntó,Bad Bunny,Latin,21,2025-02-19
6,Seven Nation Army,The White Stripes,Rock,11,2025-02-19
7,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,25,2025-02-19
8,Kill Bill,SZA,R&B/Soul,18,2025-02-19
9,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,25,2025-02-19
10,Levitating,Dua Lipa,Electronic/Dance,24,2025-02-19
11,Unholy,Sam Smith & Kim Petras,Pop,12,2025-02-19
12,Break My Soul,Beyoncé,Pop,10,2025-02-19
13,Anti-Hero,Taylor Swift,Pop,12,2025-02-19
14,Psycho,Post Malone ft. Ty Dolla $ign,Alternative,11,2025-02-19
15,Savage,Megan Thee Stallion,Hip-Hop/Rap,12,2025-02-19
16,Master of Puppets,Metallica,Rock,14,2025-02-19
17,Go Flex,Post Malone,Alternative,13,2025-02-19
18,As It Was,Harry Styles,Pop,4,2025-02-19
19,Unholy,Sam Smith & Kim Petras,Pop,6,2025-02-19
20,Hotel California,Eagles,Rock,10,2025-02-19
21,The Box,Roddy Ricch,Hip-Hop/Rap,12,2025-02-19
22,Congratulations,Post Malone ft. Quavo,Pop,10,2025-02-19
23,Late Night Talking,Harry Styles,Pop,7,2025-02-19
24,Rich Flex,Drake & 21 Savage,R&B/Soul,14,2025-02-19
25,Hold Me Closer,Elton John & Britney Spears,Pop,14,2025-02-19
26,Sweet Child O' Mine,Guns N' Roses,Rock,5,2025-02-19
27,Después de la Playa,Bad Bunny,Latin,3,2025-02-19
28,Tití Me Preguntó,Bad Bunny,Latin,13,2025-02-19
29,God's Plan,Drake,Hip-Hop/Rap,3,2025-02-19
30,Ditto,NewJeans,K-Pop,10,2025-02-19
31,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,11,2025-02-19
32,Psycho,Post Malone ft. Ty Dolla $ign,Alternative,14,2025-02-19
33,Hold On,Justin Bieber,Pop,4,2025-02-19
34,Shirt,SZA,R&B/Soul,6,2025-02-19
35,She Had Me At Heads Carolina,Cole Swindell,Country,15,2025-02-19
36,Til You Can't,Cody Johnson,Country,6,2025-02-19
37,If I Was a Cowboy,Miranda Lambert,Country,4,2025-02-19
38,The Box,Roddy Ricch,Hip-Hop/Rap,15,2025-02-19
39,Pink Venom,BLACKPINK,K-Pop,15,2025-02-19
40,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,12,2025-02-19
41,Wonderwall,Oasis,Rock,12,2025-02-19
42,Thought You Should Know,Morgan Wallen,Country,13,2025-02-19
43,Calm Down,Rema & Selena Gomez,R&B/Soul,4,2025-02-19
44,Essence,WizKid ft. Tems,R&B/Soul,14,2025-02-19
45,In Da Club,50 Cent,Hip-Hop/Rap,3,2025-02-19
46,Sweet Child O' Mine,Guns N' Roses,Rock,15,2025-02-19
47,Circles,Post Malone,Alternative,4,2025-02-19
48,Flowers,Miley Cyrus,Pop,11,2025-02-19
49,"Going, Going, Gone",Luke Combs,Country,8,2025-02-19
50,Hold Me Closer,Elton John & Britney Spears,Pop,3,2025-02-19
51,Better Now,Post Malone,Alternative,2,2025-02-19
52,Hold Me Closer,Elton John & Britney Spears,Pop,4,2025-02-19
53,Good Days,SZA,R&B/Soul,3,2025-02-19
54,God's Plan,Drake,Hip-Hop/Rap,7,2025-02-19
55,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,3,2025-02-19
56,Anti-Hero,Taylor Swift,Pop,7,2025-02-19
57,Break My Heart,Dua Lipa,Electronic/Dance,5,2025-02-19
58,Hold Me Closer,Elton John & Britney Spears,Pop,7,2025-02-19
59,Dynamite,BTS,K-Pop,2,2025-02-19
60,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,7,2025-02-19
61,Savage,Megan Thee Stallion,Hip-Hop/Rap,4,2025-02-19
62,In Da Club,50 Cent,Hip-Hop/Rap,8,2025-02-19
63,IDGAF,Dua Lipa,Electronic/Dance,2,2025-02-19
64,Late Night Talking,Harry Styles,Pop,5,2025-02-19
65,Unholy,Sam Smith & Kim Petras,Pop,6,2025-02-19
66,Late Night Talking,Harry Styles,Pop,1,2025-02-19
67,Stay,The Kid LAROI & Justin Bieber,Electronic/Dance,1,2025-02-19
68,OMG,NewJeans,K-Pop,1,2025-02-19
69,Flowers,Miley Cyrus,Pop,1,2025-02-19
70,In Da Club,50 Cent,Hip-Hop/Rap,3,2025-02-19
71,Kill Bill,SZA,R&B/Soul,2,2025-02-19
72,Wild as Her,Corey Kent,Country,6,2025-02-19
73,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,6,2025-02-19
74,Late Night Talking,Harry Styles,Pop,4,2025-02-19
75,Dynamite,BTS,K-Pop,2,2025-02-19
76,Party,Bad Bunny & Rauw Alejandro,Latin,2,2025-02-19
77,The Box,Roddy Ricch,Hip-Hop/Rap,2,2025-02-19
78,The Box,Roddy Ricch,Hip-Hop/Rap,7,2025-02-19
79,Pink Venom,BLACKPINK,K-Pop,2,2025-02-19
80,Break My Soul,Beyoncé,Pop,7,2025-02-19
81,In Da Club,50 Cent,Hip-Hop/Rap,4,2025-02-19
82,Congratulations,Post Malone ft. Quavo,Pop,5,2025-02-19
83,Sweet Child O' Mine,Guns N' Roses,Rock,7,2025-02-19
84,I Fall Apart,Post Malone,Alternative,3,2025-02-19
85,Smells Like Teen Spirit,Nirvana,Rock,3,2025-02-19
86,Moscow Mule,Bad Bunny,Latin,6,2025-02-19
87,El Apagón,Bad Bunny,Latin,8,2025-02-19
88,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,7,2025-02-19
89,Hold On,Justin Bieber,Pop,7,2025-02-19
90,If I Was a Cowboy,Miranda Lambert,Country,5,2025-02-19
91,Essence,WizKid ft. Tems,R&B/Soul,7,2025-02-19
92,Andrea,Bad Bunny & Buscabulla,Latin,6,2025-02-19
93,El Apagón,Bad Bunny,Latin,5,2025-02-19
94,Shirt,SZA,R&B/Soul,2,2025-02-19
95,Bad Guy,Billie Eilish,Alternative,3,2025-02-19
96,Rich Flex,Drake & 21 Savage,R&B/Soul,7,2025-02-19
97,Shut Down,BLACKPINK,K-Pop,4,2025-02-19
98,Master of Puppets,Metallica,Rock,1,2025-02-19
99,Go Flex,Post Malone,Alternative,7,2025-02-19
100,Break My Soul,Beyoncé,Pop,6,2025-02-19
1,Bad Guy,Billie Eilish,Alternative,10,2025-02-26
2,About Damn Time,Lizzo,Pop,23,2025-02-26
3,Lift Me Up,Rihanna,R&B/Soul,19,2025-02-26
4,Butter,BTS,K-Pop,15,2025-02-26
5,If I Was a Cowboy,Miranda Lambert,Country,10,2025-02-26
6,God's Plan,Drake,Hip-Hop/Rap,10,2025-02-26
7,Hotel California,Eagles,Rock,16,2025-02-26
8,Deja Vu,Post Malone,Alternative,20,2025-02-26
9,Wild as Her,Corey Kent,Country,22,2025-02-26
10,Thought You Should Know,Morgan Wallen,Country,18,2025-02-26
11,You Proof,Morgan Wallen,Country,3,2025-02-26
12,Unholy,Sam Smith & Kim Petras,Pop,15,2025-02-26
13,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,15,2025-02-26
14,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,9,2025-02-26
15,Cold Heart,Elton John & Dua Lipa,Electronic/Dance,5,2025-02-26
16,Flowers,Miley Cyrus,Pop,5,2025-02-26
17,Vampire,Olivia Rodrigo,Pop,13,2025-02-26
18,Smells Like Teen Spirit,Nirvana,Rock,3,2025-02-26
19,Zombie,The Cranberries,Rock,9,2025-02-26
20,Pink Venom,BLACKPINK,K-Pop,11,2025-02-26
21,Late Night Talking,Harry Styles,Pop,3,2025-02-26
22,Después de la Playa,Bad Bunny,Latin,12,2025-02-26
23,The Kind of Love We Make,Luke Combs,Country,9,2025-02-26
24,The Box,Roddy Ricch,Hip-Hop/Rap,3,2025-02-26
25,Vampire,Olivia Rodrigo,Pop,4,2025-02-26
26,Zombie,The Cranberries,Rock,6,2025-02-26
27,If I Was a Cowboy,Miranda Lambert,Country,4,2025-02-26
28,Savage,Megan Thee Stallion,Hip-Hop/Rap,11,2025-02-26
29,Kill Bill,SZA,R&B/Soul,15,2025-02-26
30,Kill Bill,SZA,R&B/Soul,11,2025-02-26
31,Hold Me Closer,Elton John & Britney Spears,Pop,15,2025-02-26
32,God's Plan,Drake,Hip-Hop/Rap,6,2025-02-26
33,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,13,2025-02-26
34,Levitating,Dua Lipa,Electronic/Dance,8,2025-02-26
35,Flowers,Miley Cyrus,Pop,6,2025-02-26
36,Vampire,Olivia Rodrigo,Pop,10,2025-02-26
37,Thought You Should Know,Morgan Wallen,Country,11,2025-02-26
38,Don't Start Now,Dua Lipa,Electronic/Dance,11,2025-02-26
39,About Damn Time,Lizzo,Pop,5,2025-02-26
40,Butter,BTS,K-Pop,9,2025-02-26
41,As It Was,Harry Styles,Pop,9,2025-02-26
42,Unholy,Sam Smith & Kim Petras,Pop,7,2025-02-26
43,"Going, Going, Gone",Luke Combs,Country,4,2025-02-26
44,Después de la Playa,Bad Bunny,Latin,12,2025-02-26
45,Smells Like Teen Spirit,Nirvana,Rock,9,2025-02-26
46,Late Night Talking,Harry Styles,Pop,9,2025-02-26
47,ETA,NewJeans,K-Pop,3,2025-02-26
48,If I Was a Cowboy,Miranda Lambert,Country,13,2025-02-26
49,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,4,2025-02-26
50,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,13,2025-02-26
51,About Damn Time,Lizzo,Pop,6,2025-02-26
52,You Proof,Morgan Wallen,Country,7,2025-02-26
53,Break My Soul,Beyoncé,Pop,4,2025-02-26
54,The Kind of Love We Make,Luke Combs,Country,4,2025-02-26
55,Flowers,Miley Cyrus,Pop,4,2025-02-26
56,Ojitos Lindos,Bad Bunny & Bomba Estéreo,Latin,3,2025-02-26
57,Me Porto Bonito,Bad Bunny & Chencho Corleone,Latin,4,2025-02-26
58,In Da Club,50 Cent,Hip-Hop/Rap,6,2025-02-26
59,Anti-Hero,Taylor Swift,Pop,3,2025-02-26
60,As It Was,Harry Styles,Pop,7,2025-02-26
61,CUFF IT,Beyoncé,R&B/Soul,2,2025-02-26
62,Essence,WizKid ft. Tems,R&B/Soul,2,2025-02-26
63,Zombie,The Cranberries,Rock,5,2025-02-26
64,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,2,2025-02-26
65,Seven Nation Army,The White Stripes,Rock,5,2025-02-26
66,Andrea,Bad Bunny & Buscabulla,Latin,4,2025-02-26
67,Sunflower,Post Malone & Swae Lee,Pop,2,2025-02-26
68,Hype Boy,NewJeans,K-Pop,7,2025-02-26
69,Rich Flex,Drake & 21 Savage,R&B/Soul,4,2025-02-26
70,Sunflower,Post Malone & Swae Lee,Pop,2,2025-02-26
71,CUFF IT,Beyoncé,R&B/Soul,3,2025-02-26
72,Flowers,Miley Cyrus,Pop,3,2025-02-26
73,Calm Down,Rema & Selena Gomez,R&B/Soul,8,2025-02-26
74,About Damn Time,Lizzo,Pop,2,2025-02-26
75,Seven Nation Army,The White Stripes,Rock,4,2025-02-26
76,Moscow Mule,Bad Bunny,Latin,5,2025-02-26
77,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,2,2025-02-26
78,Physical,Dua Lipa,Electronic/Dance,5,2025-02-26
79,Vampire,Olivia Rodrigo,Pop,2,2025-02-26
80,Last Night,Morgan Wallen,Country,8,2025-02-26
81,Good Days,SZA,R&B/Soul,7,2025-02-26
82,Ditto,NewJeans,K-Pop,8,2025-02-26
83,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,7,2025-02-26
84,The Box,Roddy Ricch,Hip-Hop/Rap,8,2025-02-26
85,Wild as Her,Corey Kent,Country,7,2025-02-26
86,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,6,2025-02-26
87,Lift Me Up,Rihanna,R&B/Soul,8,2025-02-26
88,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,5,2025-02-26
89,The Box,Roddy Ricch,Hip-Hop/Rap,3,2025-02-26
90,Die For You,The Weeknd,R&B/Soul,6,2025-02-26
91,Late Night Talking,Harry Styles,Pop,1,2025-02-26
92,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,7,2025-02-26
93,Kill Bill,SZA,R&B/Soul,8,2025-02-26
94,You Proof,Morgan Wallen,Country,6,2025-02-26
95,Essence,WizKid ft. Tems,R&B/Soul,5,2025-02-26
96,"Going, Going, Gone",Luke Combs,Country,8,2025-02-26
97,Anti-Hero,Taylor Swift,Pop,8,2025-02-26
98,New Jeans,NewJeans,K-Pop,3,2025-02-26
99,Stay,The Kid LAROI & Justin Bieber,Electronic/Dance,5,2025-02-26
100,Butter,BTS,K-Pop,1,2025-02-26
1,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,8,2025-03-05
2,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,12,2025-03-05
3,Wild as Her,Corey Kent,Country,24,2025-03-05
4,If I Was a Cowboy,Miranda Lambert,Country,8,2025-03-05
5,Thought You Should Know,Morgan Wallen,Country,13,2025-03-05
6,As It Was,Harry Styles,Pop,25,2025-03-05
7,As It Was,Harry Styles,Pop,25,2025-03-05
8,I Fall Apart,Post Malone,Alternative,9,2025-03-05
9,Last Night,Morgan Wallen,Country,16,2025-03-05
10,Tití Me Preguntó,Bad Bunny,Latin,9,2025-03-05
11,Savage,Megan Thee Stallion,Hip-Hop/Rap,14,2025-03-05
12,Late Night Talking,Harry Styles,Pop,3,2025-03-05
13,Good Days,SZA,R&B/Soul,10,2025-03-05
14,Cold Heart,Elton John & Dua Lipa,Electronic/Dance,15,2025-03-05
15,Kill Bill,SZA,R&B/Soul,15,2025-03-05
16,In Da Club,50 Cent,Hip-Hop/Rap,15,2025-03-05
17,Seven Nation Army,The White Stripes,Rock,15,2025-03-05
18,Efecto,Bad Bunny,Latin,10,2025-03-05
19,Hotel California,Eagles,Rock,13,2025-03-05
20,Savage,Megan Thee Stallion,Hip-Hop/Rap,8,2025-03-05
21,Rich Flex,Drake & 21 Savage,R&B/Soul,7,2025-03-05
22,The Box,Roddy Ricch,Hip-Hop/Rap,8,2025-03-05
23,Hype Boy,NewJeans,K-Pop,3,2025-03-05
24,Blinding Lights,The Weeknd,Alternative,11,2025-03-05
25,Calm Down,Rema & Selena Gomez,R&B/Soul,5,2025-03-05
26,If I Was a Cowboy,Miranda Lambert,Country,5,2025-03-05
27,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,7,2025-03-05
28,Vampire,Olivia Rodrigo,Pop,11,2025-03-05
29,New Rules,Dua Lipa,Electronic/Dance,10,2025-03-05
30,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,11,2025-03-05
31,As It Was,Harry Styles,Pop,4,2025-03-05
32,"Going, Going, Gone",Luke Combs,Country,10,2025-03-05
33,Go Flex,Post Malone,Alternative,3,2025-03-05
34,I Fall Apart,Post Malone,Alternative,4,2025-03-05
35,Después de la Playa,Bad Bunny,Latin,3,2025-03-05
36,Physical,Dua Lipa,Electronic/Dance,14,2025-03-05
37,Sweet Child O' Mine,Guns N' Roses,Rock,11,2025-03-05
38,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,10,2025-03-05
39,Andrea,Bad Bunny & Buscabulla,Latin,3,2025-03-05
40,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,4,2025-03-05
41,Rich Flex,Drake & 21 Savage,R&B/Soul,4,2025-03-05
42,Flowers,Miley Cyrus,Pop,9,2025-03-05
43,Congratulations,Post Malone ft. Quavo,Pop,8,2025-03-05
44,Lift Me Up,Rihanna,R&B/Soul,14,2025-03-05
45,Hype Boy,NewJeans,K-Pop,13,2025-03-05
46,Rich Flex,Drake & 21 Savage,R&B/Soul,14,2025-03-05
47,Tití Me Preguntó,Bad Bunny,Latin,10,2025-03-05
48,Wild as Her,Corey Kent,Country,14,2025-03-05
49,You Proof,Morgan Wallen,Country,8,2025-03-05
50,Essence,WizKid ft. Tems,R&B/Soul,11,2025-03-05
51,Super Shy,NewJeans,K-Pop,2,2025-03-05
52,The Kind of Love We Make,Luke Combs,Country,2,2025-03-05
53,Kill Bill,SZA,R&B/Soul,5,2025-03-05
54,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,2,2025-03-05
55,Hold Me Closer,Elton John & Britney Spears,Pop,4,2025-03-05
56,Good Days,SZA,R&B/Soul,8,2025-03-05
57,Calm Down,Rema & Selena Gomez,R&B/Soul,2,2025-03-05
58,The Box,Roddy Ricch,Hip-Hop/Rap,8,2025-03-05
59,Anti-Hero,Taylor Swift,Pop,4,2025-03-05
60,Late Night Talking,Harry Styles,Pop,6,2025-03-05
61,Thought You Should Know,Morgan Wallen,Country,7,2025-03-05
62,Essence,WizKid ft. Tems,R&B/Soul,2,2025-03-05
63,Thought You Should Know,Morgan Wallen,Country,5,2025-03-05
64,Circles,Post Malone,Alternative,6,2025-03-05
65,Late Night Talking,Harry Styles,Pop,2,2025-03-05
66,Butter,BTS,K-Pop,6,2025-03-05
67,IDGAF,Dua Lipa,Electronic/Dance,5,2025-03-05
68,Good Days,SZA,R&B/Soul,3,2025-03-05
69,As It Was,Harry Styles,Pop,8,2025-03-05
70,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,3,2025-03-05
71,Late Night Talking,Harry Styles,Pop,2,2025-03-05
72,Hotel California,Eagles,Rock,3,2025-03-05
73,I Fall Apart,Post Malone,Alternative,4,2025-03-05
74,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,4,2025-03-05
75,Til You Can't,Cody Johnson,Country,6,2025-03-05
76,Butter,BTS,K-Pop,1,2025-03-05
77,Vampire,Olivia Rodrigo,Pop,5,2025-03-05
78,The Box,Roddy Ricch,Hip-Hop/Rap,1,2025-03-05
79,Tití Me Preguntó,Bad Bunny,Latin,7,2025-03-05
80,Hotel California,Eagles,Rock,7,2025-03-05
81,Psycho,Post Malone ft. Ty Dolla $ign,Alternative,8,2025-03-05
82,Psycho,Post Malone ft. Ty Dolla $ign,Alternative,6,2025-03-05
83,El Apagón,Bad Bunny,Latin,5,2025-03-05
84,Last Night,Morgan Wallen,Country,6,2025-03-05
85,God's Plan,Drake,Hip-Hop/Rap,7,2025-03-05
86,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,6,2025-03-05
87,I Fall Apart,Post Malone,Alternative,4,2025-03-05
88,Blinding Lights,The Weeknd,Alternative,6,2025-03-05
89,Smells Like Teen Spirit,Nirvana,Rock,8,2025-03-05
90,Smells Like Teen Spirit,Nirvana,Rock,4,2025-03-05
91,New Rules,Dua Lipa,Electronic/Dance,7,2025-03-05
92,ETA,NewJeans,K-Pop,5,2025-03-05
93,OMG,NewJeans,K-Pop,7,2025-03-05
94,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,3,2025-03-05
95,Después de la Playa,Bad Bunny,Latin,7,2025-03-05
96,Rich Flex,Drake & 21 Savage,R&B/Soul,8,2025-03-05
97,You Proof,Morgan Wallen,Country,1,2025-03-05
98,You Proof,Morgan Wallen,Country,3,2025-03-05
99,Wild as Her,Corey Kent,Country,8,2025-03-05
100,Rich Flex,Drake & 21 Savage,R&B/Soul,3,2025-03-05
1,CUFF IT,Beyoncé,R&B/Soul,17,2025-03-12
2,Sunflower,Post Malone & Swae Lee,Pop,19,2025-03-12
3,Running Up That Hill,Kate Bush,Rock,25,2025-03-12
4,IDGAF,Dua Lipa,Electronic/Dance,22,2025-03-12
5,Kill Bill,SZA,R&B/Soul,18,2025-03-12
6,Vampire,Olivia Rodrigo,Pop,11,2025-03-12
7,About Damn Time,Lizzo,Pop,19,2025-03-12
8,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,12,2025-03-12
9,Late Night Talking,Harry Styles,Pop,12,2025-03-12
10,Pink Venom,BLACKPINK,K-Pop,10,2025-03-12
11,Break My Heart,Dua Lipa,Electronic/Dance,11,2025-03-12
12,As It Was,Harry Styles,Pop,13,2025-03-12
13,You Proof,Morgan Wallen,Country,14,2025-03-12
14,You Proof,Morgan Wallen,Country,3,2025-03-12
15,IDGAF,Dua Lipa,Electronic/Dance,5,2025-03-12
16,About Damn Time,Lizzo,Pop,15,2025-03-12
17,Anti-Hero,Taylor Swift,Pop,14,2025-03-12
18,The Kind of Love We Make,Luke Combs,Country,15,2025-03-12
19,Después de la Playa,Bad Bunny,Latin,7,2025-03-12
20,As It Was,Harry Styles,Pop,9,2025-03-12
21,Dynamite,BTS,K-Pop,4,2025-03-12
22,Anti-Hero,Taylor Swift,Pop,12,2025-03-12
23,Blinding Lights,The Weeknd,Alternative,8,2025-03-12
24,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,8,2025-03-12
25,We Found Love,Rihanna ft. Calvin Harris,Electronic/Dance,9,2025-03-12
26,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,4,2025-03-12
27,Andrea,Bad Bunny & Buscabulla,Latin,5,2025-03-12
28,Smells Like Teen Spirit,Nirvana,Rock,6,2025-03-12
29,Essence,WizKid ft. Tems,R&B/Soul,14,2025-03-12
30,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,5,2025-03-12
31,Anti-Hero,Taylor Swift,Pop,12,2025-03-12
32,Smells Like Teen Spirit,Nirvana,Rock,4,2025-03-12
33,Hype Boy,NewJeans,K-Pop,13,2025-03-12
34,White Iverson,Post Malone,Alternative,3,2025-03-12
35,CUFF IT,Beyoncé,R&B/Soul,7,2025-03-12
36,Hype Boy,NewJeans,K-Pop,11,2025-03-12
37,In Da Club,50 Cent,Hip-Hop/Rap,10,2025-03-12
38,Sunflower,Post Malone & Swae Lee,Pop,10,2025-03-12
39,Essence,WizKid ft. Tems,R&B/Soul,11,2025-03-12
40,In Da Club,50 Cent,Hip-Hop/Rap,9,2025-03-12
41,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,12,2025-03-12
42,New Rules,Dua Lipa,Electronic/Dance,6,2025-03-12
43,Tití Me Preguntó,Bad Bunny,Latin,10,2025-03-12
44,Master of Puppets,Metallica,Rock,7,2025-03-12
45,Wild as Her,Corey Kent,Country,8,2025-03-12
46,In Da Club,50 Cent,Hip-Hop/Rap,10,2025-03-12
47,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,8,2025-03-12
48,White Iverson,Post Malone,Alternative,15,2025-03-12
49,La Corriente,Bad Bunny & Tony Dize,Latin,6,2025-03-12
50,Savage,Megan Thee Stallion,Hip-Hop/Rap,3,2025-03-12
51,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,7,2025-03-12
52,Break My Soul,Beyoncé,Pop,6,2025-03-12
53,Ditto,NewJeans,K-Pop,7,2025-03-12
54,Anti-Hero,Taylor Swift,Pop,5,2025-03-12
55,Essence,WizKid ft. Tems,R&B/Soul,7,2025-03-12
56,Zombie,The Cranberries,Rock,3,2025-03-12
57,Congratulations,Post Malone ft. Quavo,Pop,5,2025-03-12
58,She Had Me At Heads Carolina,Cole Swindell,Country,4,2025-03-12
59,Thought You Should Know,Morgan Wallen,Country,6,2025-03-12
60,The Box,Roddy Ricch,Hip-Hop/Rap,8,2025-03-12
61,Hold Me Closer,Elton John & Britney Spears,Pop,4,2025-03-12
62,Late Night Talking,Harry Styles,Pop,4,2025-03-12
63,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,2,2025-03-12
64,The Kind of Love We Make,Luke Combs,Country,6,2025-03-12
65,Wild as Her,Corey Kent,Country,2,2025-03-12
66,Break My Heart,Dua Lipa,Electronic/Dance,8,2025-03-12
67,Die For You,The Weeknd,R&B/Soul,4,2025-03-12
68,The Box,Roddy Ricch,Hip-Hop/Rap,7,2025-03-12
69,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,4,2025-03-12
70,The Box,Roddy Ricch,Hip-Hop/Rap,1,2025-03-12
71,Sunflower,Post Malone & Swae Lee,Pop,6,2025-03-12
72,In Da Club,50 Cent,Hip-Hop/Rap,1,2025-03-12
73,The Kind of Love We Make,Luke Combs,Country,4,2025-03-12
74,CUFF IT,Beyoncé,R&B/Soul,7,2025-03-12
75,Seven Nation Army,The White Stripes,Rock,8,2025-03-12
76,Andrea,Bad Bunny & Buscabulla,Latin,1,2025-03-12
77,"Going, Going, Gone",Luke Combs,Country,2,2025-03-12
78,As It Was,Harry Styles,Pop,6,2025-03-12
79,Calm Down,Rema & Selena Gomez,R&B/Soul,4,2025-03-12
80,Vampire,Olivia Rodrigo,Pop,3,2025-03-12
81,Wild as Her,Corey Kent,Country,5,2025-03-12
82,Last Night,Morgan Wallen,Country,7,2025-03-12
83,Calm Down,Rema & Selena Gomez,R&B/Soul,8,2025-03-12
84,OMG,NewJeans,K-Pop,5,2025-03-12
85,Til You Can't,Cody Johnson,Country,7,2025-03-12
86,Savage,Megan Thee Stallion,Hip-Hop/Rap,5,2025-03-12
87,Super Shy,NewJeans,K-Pop,5,2025-03-12
88,Essence,WizKid ft. Tems,R&B/Soul,2,2025-03-12
89,Deja Vu,Post Malone,Alternative,6,2025-03-12
90,In Da Club,50 Cent,Hip-Hop/Rap,4,2025-03-12
91,Hold Me Closer,Elton John & Britney Spears,Pop,8,2025-03-12
